x1,x2,ambiguity_type
2.0484969939879765,-10.213627254509017,vote tie
2.089178356713427,-10.213627254509017,vote tie
2.129859719438878,-10.213627254509017,vote tie
1.4789579158316641,-10.170741482965932,vote tie
1.519639278557115,-10.170741482965932,vote tie
1.5603206412825656,-10.170741482965932,vote tie
1.6010020040080164,-10.170741482965932,vote tie
1.6416833667334672,-10.170741482965932,vote tie
1.6823647294589197,-10.170741482965932,vote tie
1.7230460921843704,-10.170741482965932,vote tie
1.7637274549098212,-10.170741482965932,vote tie
1.804408817635272,-10.170741482965932,vote tie
1.8450901803607227,-10.170741482965932,vote tie
1.8857715430861735,-10.170741482965932,vote tie
1.9264529058116242,-10.170741482965932,vote tie
1.967134268537075,-10.170741482965932,vote tie
2.0078156312625257,-10.170741482965932,vote tie
2.0484969939879765,-10.170741482965932,vote tie
2.089178356713427,-10.170741482965932,vote tie
1.4382765531062134,-10.127855711422844,vote tie
1.4789579158316641,-10.127855711422844,vote tie
1.519639278557115,-10.127855711422844,vote tie
1.5603206412825656,-10.127855711422844,vote tie
1.6010020040080164,-10.127855711422844,vote tie
1.6416833667334672,-10.127855711422844,vote tie
1.6823647294589197,-10.127855711422844,vote tie
1.7230460921843704,-10.127855711422844,vote tie
1.7637274549098212,-10.127855711422844,vote tie
1.804408817635272,-10.127855711422844,vote tie
1.8450901803607227,-10.127855711422844,vote tie
1.8857715430861735,-10.127855711422844,vote tie
1.9264529058116242,-10.127855711422844,vote tie
1.967134268537075,-10.127855711422844,vote tie
2.0078156312625257,-10.127855711422844,vote tie
2.0484969939879765,-10.127855711422844,vote tie
1.3975951903807626,-10.084969939879759,vote tie
1.4382765531062134,-10.084969939879759,vote tie
1.4789579158316641,-10.084969939879759,vote tie
1.519639278557115,-10.084969939879759,vote tie
1.5603206412825656,-10.084969939879759,vote tie
1.6010020040080164,-10.084969939879759,vote tie
1.6416833667334672,-10.084969939879759,vote tie
1.6823647294589197,-10.084969939879759,vote tie
1.7230460921843704,-10.084969939879759,vote tie
1.7637274549098212,-10.084969939879759,vote tie
1.804408817635272,-10.084969939879759,vote tie
1.8450901803607227,-10.084969939879759,vote tie
1.8857715430861735,-10.084969939879759,vote tie
1.9264529058116242,-10.084969939879759,vote tie
1.967134268537075,-10.084969939879759,vote tie
2.0078156312625257,-10.084969939879759,vote tie
1.3569138276553119,-10.042084168336672,vote tie
1.3975951903807626,-10.042084168336672,vote tie
1.4382765531062134,-10.042084168336672,vote tie
1.4789579158316641,-10.042084168336672,vote tie
1.519639278557115,-10.042084168336672,vote tie
1.5603206412825656,-10.042084168336672,vote tie
1.6010020040080164,-10.042084168336672,vote tie
1.6416833667334672,-10.042084168336672,vote tie
1.6823647294589197,-10.042084168336672,vote tie
1.7230460921843704,-10.042084168336672,vote tie
1.7637274549098212,-10.042084168336672,vote tie
1.804408817635272,-10.042084168336672,vote tie
1.8450901803607227,-10.042084168336672,vote tie
1.8857715430861735,-10.042084168336672,vote tie
1.9264529058116242,-10.042084168336672,vote tie
1.967134268537075,-10.042084168336672,vote tie
1.3162324649298611,-9.999198396793586,vote tie
1.3569138276553119,-9.999198396793586,vote tie
1.3975951903807626,-9.999198396793586,vote tie
1.4382765531062134,-9.999198396793586,vote tie
1.4789579158316641,-9.999198396793586,vote tie
1.519639278557115,-9.999198396793586,vote tie
1.5603206412825656,-9.999198396793586,vote tie
1.6010020040080164,-9.999198396793586,vote tie
1.6416833667334672,-9.999198396793586,vote tie
1.6823647294589197,-9.999198396793586,vote tie
1.7230460921843704,-9.999198396793586,vote tie
1.7637274549098212,-9.999198396793586,vote tie
1.804408817635272,-9.999198396793586,vote tie
1.8450901803607227,-9.999198396793586,vote tie
1.8857715430861735,-9.999198396793586,vote tie
1.9264529058116242,-9.999198396793586,vote tie
1.2755511022044104,-9.9563126252505,vote tie
1.3162324649298611,-9.9563126252505,vote tie
1.3569138276553119,-9.9563126252505,vote tie
1.3975951903807626,-9.9563126252505,vote tie
1.4382765531062134,-9.9563126252505,vote tie
1.4789579158316641,-9.9563126252505,vote tie
1.519639278557115,-9.9563126252505,vote tie
1.5603206412825656,-9.9563126252505,vote tie
1.6010020040080164,-9.9563126252505,vote tie
1.6416833667334672,-9.9563126252505,vote tie
1.6823647294589197,-9.9563126252505,vote tie
1.7230460921843704,-9.9563126252505,vote tie
1.7637274549098212,-9.9563126252505,vote tie
1.804408817635272,-9.9563126252505,vote tie
1.8450901803607227,-9.9563126252505,vote tie
1.8857715430861735,-9.9563126252505,vote tie
1.9264529058116242,-9.9563126252505,vote tie
1.2348697394789596,-9.913426853707413,vote tie
1.2755511022044104,-9.913426853707413,vote tie
1.3162324649298611,-9.913426853707413,vote tie
1.3569138276553119,-9.913426853707413,vote tie
1.3975951903807626,-9.913426853707413,vote tie
1.4382765531062134,-9.913426853707413,vote tie
1.4789579158316641,-9.913426853707413,vote tie
1.519639278557115,-9.913426853707413,vote tie
1.5603206412825656,-9.913426853707413,vote tie
1.6010020040080164,-9.913426853707413,vote tie
1.6416833667334672,-9.913426853707413,vote tie
